  0.4778529E-03  0.5434647E-03  0.7313376E-03  0.9807605E-03  0.1247740E-02  0.1504326E-02  0.1731665E-02  0.1918074E-02  0.2058706E-02  0.2155109E-02  0.2214232E-02  0.2246941E-02  0.2266378E-02  0.2286517E-02  0.2321053E-02  0.2382438E-02  0.2480631E-02  0.2621424E-02  0.2804889E-02  0.3024830E-02  0.3269681E-02  0.3524540E-02  0.3773607E-02  0.4002459E-02  0.4199831E-02  0.4358769E-02  0.4477119E-02  0.4557332E-02  0.4605638E-02  0.4630674E-02  0.4641776E-02  0.4647211E-02  0.4652729E-02  0.4660771E-02  0.4670480E-02  0.4678451E-02  0.4679899E-02  0.4669901E-02  0.4644430E-02  0.4601034E-02  0.4539151E-02  0.4460126E-02  0.4367024E-02  0.4264306E-02  0.4157443E-02  0.4052505E-02  0.3955726E-02  0.3873075E-02  0.3809816E-02  0.3770086E-02  0.3756538E-02  0.3770086E-02  0.3809816E-02  0.3873075E-02  0.3955726E-02  0.4052505E-02  0.4157443E-02  0.4264306E-02  0.4367024E-02  0.4460126E-02  0.4539151E-02  0.4601034E-02  0.4644430E-02  0.4669901E-02  0.4679899E-02  0.4678451E-02  0.4670480E-02  0.4660771E-02  0.4652729E-02  0.4647211E-02  0.4641776E-02  0.4630674E-02  0.4605638E-02  0.4557332E-02  0.4477119E-02  0.4358769E-02  0.4199831E-02  0.4002459E-02  0.3773607E-02  0.3524540E-02  0.3269681E-02  0.3024830E-02  0.2804889E-02  0.2621424E-02  0.2480631E-02  0.2382438E-02  0.2321053E-02  0.2286517E-02  0.2266378E-02  0.2246941E-02  0.2214232E-02  0.2155109E-02  0.2058706E-02  0.1918074E-02  0.1731665E-02  0.1504326E-02  0.1247740E-02  0.9807605E-03  0.7313376E-03  0.5434647E-03  0.4778529E-03
  0.5085867E-03  0.4727808E-03  0.5792389E-03  0.7909090E-03  0.1049209E-02  0.1316567E-02  0.1568804E-02  0.1789596E-02  0.1969150E-02  0.2103907E-02  0.2196016E-02  0.2252314E-02  0.2282924E-02  0.2299756E-02  0.2315197E-02  0.2341112E-02  0.2388016E-02  0.2464121E-02  0.2574148E-02  0.2718213E-02  0.2891425E-02  0.3084539E-02  0.3285521E-02  0.3481521E-02  0.3660758E-02  0.3814031E-02  0.3935701E-02  0.4024113E-02  0.4081466E-02  0.4113164E-02  0.4126731E-02  0.4130437E-02  0.4131854E-02  0.4136618E-02  0.4147674E-02  0.4165159E-02  0.4186888E-02  0.4209242E-02  0.4228173E-02  0.4240074E-02  0.4242393E-02  0.4233938E-02  0.4214942E-02  0.4186920E-02  0.4152412E-02  0.4114653E-02  0.4077214E-02  0.4043635E-02  0.4017092E-02  0.4000093E-02  0.3994242E-02  0.4000093E-02  0.4017092E-02  0.4043635E-02  0.4077214E-02  0.4114653E-02  0.4152412E-02  0.4186920E-02  0.4214942E-02  0.4233938E-02  0.4242393E-02  0.4240074E-02  0.4228173E-02  0.4209242E-02  0.4186888E-02  0.4165159E-02  0.4147674E-02  0.4136618E-02  0.4131854E-02  0.4130437E-02  0.4126731E-02  0.4113164E-02  0.4081466E-02  0.4024113E-02  0.3935701E-02  0.3814031E-02  0.3660758E-02  0.3481521E-02  0.3285521E-02  0.3084539E-02  0.2891425E-02  0.2718213E-02  0.2574148E-02  0.2464121E-02  0.2388016E-02  0.2341112E-02  0.2315197E-02  0.2299756E-02  0.2282924E-02  0.2252314E-02  0.2196016E-02  0.2103907E-02  0.1969150E-02  0.1789596E-02  0.1568804E-02  0.1316567E-02  0.1049209E-02  0.7909090E-03  0.5792389E-03  0.4727808E-03  0.5085867E-03
  0.5900060E-03  0.4787809E-03  0.4775886E-03  0.6172972E-03  0.8454818E-03  0.1108882E-02  0.1375131E-02  0.1623050E-02  0.1838364E-02  0.2012756E-02  0.2143545E-02  0.2233127E-02  0.2287967E-02  0.2317311E-02  0.2331817E-02  0.2342378E-02  0.2359217E-02  0.2391190E-02  0.2445081E-02  0.2524799E-02  0.2630635E-02  0.2758974E-02  0.2902739E-02  0.3052535E-02  0.3198171E-02  0.3330191E-02  0.3441132E-02  0.3526368E-02  0.3584516E-02  0.3617375E-02  0.3629460E-02  0.3627186E-02  0.3617796E-02  0.3608197E-02  0.3603898E-02  0.3608283E-02  0.3622349E-02  0.3644967E-02  0.3673502E-02  0.3704610E-02  0.3734978E-02  0.3761875E-02  0.3783473E-02  0.3798943E-02  0.3808383E-02  0.3812631E-02  0.3813024E-02  0.3811122E-02  0.3808456E-02  0.3806296E-02  0.3805479E-02  0.3806296E-02  0.3808456E-02  0.3811122E-02  0.3813024E-02  0.3812631E-02  0.3808383E-02  0.3798943E-02  0.3783473E-02  0.3761875E-02  0.3734978E-02  0.3704610E-02  0.3673502E-02  0.3644967E-02  0.3622349E-02  0.3608283E-02  0.3603898E-02  0.3608197E-02  0.3617796E-02  0.3627186E-02  0.3629460E-02  0.3617375E-02  0.3584516E-02  0.3526368E-02  0.3441132E-02  0.3330191E-02  0.3198171E-02  0.3052535E-02  0.2902739E-02  0.2758974E-02  0.2630635E-02  0.2524799E-02  0.2445081E-02  0.2391190E-02  0.2359217E-02  0.2342378E-02  0.2331817E-02  0.2317311E-02  0.2287967E-02  0.2233127E-02  0.2143545E-02  0.2012756E-02  0.1838364E-02  0.1623050E-02  0.1375131E-02  0.1108882E-02  0.8454818E-03  0.6172972E-03  0.4775886E-03  0.4787809E-03  0.5900060E-03
  0.6979765E-03  0.5501644E-03  0.4572025E-03  0.4884009E-03  0.6534908E-03  0.8926428E-03  0.1158522E-02  0.1422864E-02  0.1666896E-02  0.1877995E-02  0.2048949E-02  0.2177624E-02  0.2266383E-02  0.2321145E-02  0.2350201E-02  0.2362991E-02  0.2369040E-02  0.2377147E-02  0.2394785E-02  0.2427591E-02  0.2478856E-02  0.2549068E-02  0.2635738E-02  0.2733693E-02  0.2835871E-02  0.2934442E-02  0.3021991E-02  0.3092543E-02  0.3142295E-02  0.3169993E-02  0.3176963E-02  0.3166811E-02  0.3144848E-02  0.3117296E-02  0.3090378E-02  0.3069428E-02  0.3058184E-02  0.3058414E-02  0.3069940E-02  0.3091024E-02  0.3118958E-02  0.3150692E-02  0.3183351E-02  0.3214570E-02  0.3242654E-02  0.3266572E-02  0.3285868E-02  0.3300493E-02  0.3310642E-02  0.3316584E-02  0.3318537E-02  0.3316584E-02  0.3310642E-02  0.3300493E-02  0.3285868E-02  0.3266572E-02  0.3242654E-02  0.3214570E-02  0.3183351E-02  0.3150692E-02  0.3118958E-02  0.3091024E-02  0.3069940E-02  0.3058414E-02  0.3058184E-02  0.3069428E-02  0.3090378E-02  0.3117296E-02  0.3144848E-02  0.3166811E-02  0.3176963E-02  0.3169993E-02  0.3142295E-02  0.3092543E-02  0.3021991E-02  0.2934442E-02  0.2835871E-02  0.2733693E-02  0.2635738E-02  0.2549068E-02  0.2478856E-02  0.2427591E-02  0.2394785E-02  0.2377147E-02  0.2369040E-02  0.2362991E-02  0.2350201E-02  0.2321145E-02  0.2266383E-02  0.2177624E-02  0.2048949E-02  0.1877995E-02  0.1666896E-02  0.1422864E-02  0.1158522E-02  0.8926428E-03  0.6534908E-03  0.4884009E-03  0.4572025E-03  0.5501644E-03  0.6979765E-03
  0.8165734E-03  0.6569126E-03  0.5168779E-03  0.4421761E-03  0.5012701E-03  0.6846547E-03  0.9306160E-03  0.1197170E-02  0.1459273E-02  0.1700094E-02  0.1908320E-02  0.2077537E-02  0.2205885E-02  0.2295495E-02  0.2351620E-02  0.2381572E-02  0.2393635E-02  0.2396114E-02  0.2396597E-02  0.2401440E-02  0.2415389E-02  0.2441267E-02  0.2479736E-02  0.2529217E-02  0.2586107E-02  0.2645310E-02  0.2701023E-02  0.2747606E-02  0.2780383E-02  0.2796246E-02  0.2794012E-02  0.2774518E-02  0.2740472E-02  0.2696080E-02  0.2646515E-02  0.2597245E-02  0.2553332E-02  0.2518783E-02  0.2496088E-02  0.2486031E-02  0.2487828E-02  0.2499498E-02  0.2518375E-02  0.2541592E-02  0.2566454E-02  0.2590671E-02  0.2612450E-02  0.2630486E-02  0.2643896E-02  0.2652134E-02  0.2654910E-02  0.2652134E-02  0.2643896E-02  0.2630486E-02  0.2612450E-02  0.2590671E-02  0.2566454E-02  0.2541592E-02  0.2518375E-02  0.2499498E-02  0.2487828E-02  0.2486031E-02  0.2496088E-02  0.2518783E-02  0.2553332E-02  0.2597245E-02  0.2646515E-02  0.2696080E-02  0.2740472E-02  0.2774518E-02  0.2794012E-02  0.2796246E-02  0.2780383E-02  0.2747606E-02  0.2701023E-02  0.2645310E-02  0.2586107E-02  0.2529217E-02  0.2479736E-02  0.2441267E-02  0.2415389E-02  0.2401440E-02  0.2396597E-02  0.2396114E-02  0.2393635E-02  0.2381572E-02  0.2351620E-02  0.2295495E-02  0.2205885E-02  0.2077537E-02  0.1908320E-02  0.1700094E-02  0.1459273E-02  0.1197170E-02  0.9306160E-03  0.6846547E-03  0.5012701E-03  0.4421761E-03  0.5168779E-03  0.6569126E-03  0.8165734E-03
  0.9375562E-03  0.7769052E-03  0.6223190E-03  0.4894775E-03  0.4315566E-03  0.5127260E-03  0.7084316E-03  0.9580628E-03  0.1224043E-02  0.1483864E-02  0.1722261E-02  0.1928947E-02  0.2098053E-02  0.2227789E-02  0.2319909E-02  0.2378928E-02  0.2411188E-02  0.2423899E-02  0.2424285E-02  0.2418930E-02  0.2413312E-02  0.2411512E-02  0.2416027E-02  0.2427660E-02  0.2445537E-02  0.2467272E-02  0.2489338E-02  0.2507599E-02  0.2517916E-02  0.2516738E-02  0.2501572E-02  0.2471301E-02  0.2426307E-02  0.2368432E-02  0.2300778E-02  0.2227385E-02  0.2152810E-02  0.2081631E-02  0.2017943E-02  0.1964886E-02  0.1924305E-02  0.1896622E-02  0.1880937E-02  0.1875345E-02  0.1877346E-02  0.1884262E-02  0.1893560E-02  0.1903064E-02  0.1911062E-02  0.1916340E-02  0.1918178E-02  0.1916340E-02  0.1911062E-02  0.1903064E-02  0.1893560E-02  0.1884262E-02  0.1877346E-02  0.1875345E-02  0.1880937E-02  0.1896622E-02  0.1924305E-02  0.1964886E-02  0.2017943E-02  0.2081631E-02  0.2152810E-02  0.2227385E-02  0.2300778E-02  0.2368432E-02  0.2426307E-02  0.2471301E-02  0.2501572E-02  0.2516738E-02  0.2517916E-02  0.2507599E-02  0.2489338E-02  0.2467272E-02  0.2445537E-02  0.2427660E-02  0.2416027E-02  0.2411512E-02  0.2413312E-02  0.2418930E-02  0.2424285E-02  0.2423899E-02  0.2411188E-02  0.2378928E-02  0.2319909E-02  0.2227789E-02  0.2098053E-02  0.1928947E-02  0.1722261E-02  0.1483864E-02  0.1224043E-02  0.9580628E-03  0.7084316E-03  0.5127260E-03  0.4315566E-03  0.4894775E-03  0.6223190E-03  0.7769052E-03  0.9375562E-03
  0.1056533E-02  0.8990091E-03  0.7441563E-03  0.5938360E-03  0.4672143E-03  0.4230716E-03  0.5199990E-03  0.7230818E-03  0.9739430E-03  0.1238447E-02  0.1496081E-02  0.1732844E-02  0.1939240E-02  0.2109749E-02  0.2242495E-02  0.2338759E-02  0.2402289E-02  0.2438485E-02  0.2453563E-02  0.2453800E-02  0.2444947E-02  0.2431811E-02  0.2418004E-02  0.2405824E-02  0.2396222E-02  0.2388864E-02  0.2382286E-02  0.2374162E-02  0.2361664E-02  0.2341875E-02  0.2312198E-02  0.2270700E-02  0.2216357E-02  0.2149185E-02  0.2070246E-02  0.1981559E-02  0.1885936E-02  0.1786751E-02  0.1687675E-02  0.1592383E-02  0.1504242E-02  0.1426012E-02  0.1359577E-02  0.1305775E-02  0.1264370E-02  0.1234204E-02  0.1213484E-02  0.1200157E-02  0.1192259E-02  0.1188203E-02  0.1186968E-02  0.1188203E-02  0.1192259E-02  0.1200157E-02  0.1213484E-02  0.1234204E-02  0.1264370E-02  0.1305775E-02  0.1359577E-02  0.1426012E-02  0.1504242E-02  0.1592383E-02  0.1687675E-02  0.1786751E-02  0.1885936E-02  0.1981559E-02  0.2070246E-02  0.2149185E-02  0.2216357E-02  0.2270700E-02  0.2312198E-02  0.2341875E-02  0.2361664E-02  0.2374162E-02  0.2382286E-02  0.2388864E-02  0.2396222E-02  0.2405824E-02  0.2418004E-02  0.2431811E-02  0.2444947E-02  0.2453800E-02  0.2453563E-02  0.2438485E-02  0.2402289E-02  0.2338759E-02  0.2242495E-02  0.2109749E-02  0.1939240E-02  0.1732844E-02  0.1496081E-02  0.1238447E-02  0.9739430E-03  0.7230818E-03  0.5199990E-03  0.4230716E-03  0.4672143E-03  0.5938360E-03  0.7441563E-03  0.8990091E-03  0.1056533E-02
  0.1170299E-02  0.1017981E-02  0.8677393E-03  0.7179532E-03  0.5712294E-03  0.4493556E-03  0.4146893E-03  0.5210396E-03  0.7273363E-03  0.9774273E-03  0.1239728E-02  0.1495286E-02  0.1731114E-02  0.1938320E-02  0.2111581E-02  0.2248832E-02  0.2350824E-02  0.2420534E-02  0.2462459E-02  0.2481897E-02  0.2484289E-02  0.2474691E-02  0.2457394E-02  0.2435699E-02  0.2411823E-02  0.2386892E-02  0.2361020E-02  0.2333459E-02  0.2302798E-02  0.2267220E-02  0.2224784E-02  0.2173694E-02  0.2112544E-02  0.2040485E-02  0.1957326E-02  0.1863556E-02  0.1760293E-02  0.1649190E-02  0.1532306E-02  0.1411958E-02  0.1290587E-02  0.1170631E-02  0.1054443E-02  0.9442325E-03  0.8420655E-03  0.7499154E-03  0.6697600E-03  0.6036987E-03  0.5540033E-03  0.5229567E-03  0.5123720E-03  0.5229567E-03  0.5540033E-03  0.6036987E-03  0.6697600E-03  0.7499154E-03  0.8420655E-03  0.9442325E-03  0.1054443E-02  0.1170631E-02  0.1290587E-02  0.1411958E-02  0.1532306E-02  0.1649190E-02  0.1760293E-02  0.1863556E-02  0.1957326E-02  0.2040485E-02  0.2112544E-02  0.2173694E-02  0.2224784E-02  0.2267220E-02  0.2302798E-02  0.2333459E-02  0.2361020E-02  0.2386892E-02  0.2411823E-02  0.2435699E-02  0.2457394E-02  0.2474691E-02  0.2484289E-02  0.2481897E-02  0.2462459E-02  0.2420534E-02  0.2350824E-02  0.2248832E-02  0.2111581E-02  0.1938320E-02  0.1731114E-02  0.1495286E-02  0.1239728E-02  0.9774273E-03  0.7273363E-03  0.5210396E-03  0.4146893E-03  0.4493556E-03  0.5712294E-03  0.7179532E-03  0.8677393E-03  0.1017981E-02  0.1170299E-02
  0.1275405E-02  0.1130700E-02  0.9867635E-03  0.8432439E-03  0.6980705E-03  0.5543867E-03  0.4353516E-03  0.4049186E-03  0.5144700E-03  0.7203042E-03  0.9678510E-03  0.1227257E-02  0.1480758E-02  0.1716176E-02  0.1925073E-02  0.2102220E-02  0.2245292E-02  0.2354491E-02  0.2432034E-02  0.2481564E-02  0.2507528E-02  0.2514615E-02  0.2507281E-02  0.2489412E-02  0.2464105E-02  0.2433578E-02  0.2399166E-02  0.2361396E-02  0.2320109E-02  0.2274626E-02  0.2223934E-02  0.2166886E-02  0.2102386E-02  0.2029550E-02  0.1947828E-02  0.1857071E-02  0.1757546E-02  0.1649914E-02  0.1535159E-02  0.1414501E-02  0.1289290E-02  0.1160908E-02  0.1030670E-02  0.8997488E-03  0.7691237E-03  0.6395583E-03  0.5116331E-03  0.3858915E-03  0.2633942E-03  0.1487826E-03  0.8046679E-04  0.1487826E-03  0.2633942E-03  0.3858915E-03  0.5116331E-03  0.6395583E-03  0.7691237E-03  0.8997488E-03  0.1030670E-02  0.1160908E-02  0.1289290E-02  0.1414501E-02  0.1535159E-02  0.1649914E-02  0.1757546E-02  0.1857071E-02  0.1947828E-02  0.2029550E-02  0.2102386E-02  0.2166886E-02  0.2223934E-02  0.2274626E-02  0.2320109E-02  0.2361396E-02  0.2399166E-02  0.2433578E-02  0.2464105E-02  0.2489412E-02  0.2507281E-02  0.2514615E-02  0.2507528E-02  0.2481564E-02  0.2432034E-02  0.2354491E-02  0.2245292E-02  0.2102220E-02  0.1925073E-02  0.1716176E-02  0.1480758E-02  0.1227257E-02  0.9678510E-03  0.7203042E-03  0.5144700E-03  0.4049186E-03  0.4353516E-03  0.5543867E-03  0.6980705E-03  0.8432439E-03  0.9867635E-03  0.1130700E-02  0.1275405E-02
  0.1367603E-02  0.1234146E-02  0.1098133E-02  0.9622570E-03  0.8251264E-03  0.6843847E-03  0.5433311E-03  0.4250206E-03  0.3930309E-03  0.4995519E-03  0.7014333E-03  0.9447056E-03  0.1200439E-02  0.1451719E-02  0.1687000E-02  0.1898186E-02  0.2080069E-02  0.2230035E-02  0.2347736E-02  0.2434661E-02  0.2493644E-02  0.2528344E-02  0.2542755E-02  0.2540797E-02  0.2526006E-02  0.2501331E-02  0.2469033E-02  0.2430669E-02  0.2387150E-02  0.2338835E-02  0.2285657E-02  0.2227276E-02  0.2163215E-02  0.2093001E-02  0.2016279E-02  0.1932899E-02  0.1842971E-02  0.1746890E-02  0.1645328E-02  0.1539216E-02  0.1429703E-02  0.1318129E-02  0.1206009E-02  0.1095043E-02  0.9871876E-03  0.8847853E-03  0.7907820E-03  0.7089954E-03  0.6442766E-03  0.6021555E-03  0.5874543E-03  0.6021555E-03  0.6442766E-03  0.7089954E-03  0.7907820E-03  0.8847853E-03  0.9871876E-03  0.1095043E-02  0.1206009E-02  0.1318129E-02  0.1429703E-02  0.1539216E-02  0.1645328E-02  0.1746890E-02  0.1842971E-02  0.1932899E-02  0.2016279E-02  0.2093001E-02  0.2163215E-02  0.2227276E-02  0.2285657E-02  0.2338835E-02  0.2387150E-02  0.2430669E-02  0.2469033E-02  0.2501331E-02  0.2526006E-02  0.2540797E-02  0.2542755E-02  0.2528344E-02  0.2493644E-02  0.2434661E-02  0.2347736E-02  0.2230035E-02  0.2080069E-02  0.1898186E-02  0.1687000E-02  0.1451719E-02  0.1200439E-02  0.9447056E-03  0.7014333E-03  0.4995519E-03  0.3930309E-03  0.4250206E-03  0.5433311E-03  0.6843847E-03  0.8251264E-03  0.9622570E-03  0.1098133E-02  0.1234146E-02  0.1367603E-02
  0.1441927E-02  0.1324524E-02  0.1199264E-02  0.1071913E-02  0.9438861E-03  0.8130508E-03  0.6768266E-03  0.5382243E-03  0.4186916E-03  0.3792499E-03  0.4762183E-03  0.6705222E-03  0.9076644E-03  0.1158755E-02  0.1407385E-02  0.1642481E-02  0.1856203E-02  0.2043322E-02  0.2200928E-02  0.2328145E-02  0.2425778E-02  0.2495906E-02  0.2541444E-02  0.2565738E-02  0.2572202E-02  0.2564041E-02  0.2544063E-02  0.2514566E-02  0.2477309E-02  0.2433541E-02  0.2384064E-02  0.2329337E-02  0.2269581E-02  0.2204886E-02  0.2135320E-02  0.2061013E-02  0.1982224E-02  0.1899390E-02  0.1813155E-02  0.1724378E-02  0.1634132E-02  0.1543699E-02  0.1454559E-02  0.1368382E-02  0.1287030E-02  0.1212541E-02  0.1147105E-02  0.1092984E-02  0.1052364E-02  0.1027125E-02  0.1018558E-02  0.1027125E-02  0.1052364E-02  0.1092984E-02  0.1147105E-02  0.1212541E-02  0.1287030E-02  0.1368382E-02  0.1454559E-02  0.1543699E-02  0.1634132E-02  0.1724378E-02  0.1813155E-02  0.1899390E-02  0.1982224E-02  0.2061013E-02  0.2135320E-02  0.2204886E-02  0.2269581E-02  0.2329337E-02  0.2384064E-02  0.2433541E-02  0.2477309E-02  0.2514566E-02  0.2544063E-02  0.2564041E-02  0.2572202E-02  0.2565738E-02  0.2541444E-02  0.2495906E-02  0.2425778E-02  0.2328145E-02  0.2200928E-02  0.2043322E-02  0.1856203E-02  0.1642481E-02  0.1407385E-02  0.1158755E-02  0.9076644E-03  0.6705222E-03  0.4762183E-03  0.3792499E-03  0.4186916E-03  0.5382243E-03  0.6768266E-03  0.8130508E-03  0.9438861E-03  0.1071913E-02  0.1199264E-02  0.1324524E-02  0.1441927E-02
  0.1493191E-02  0.1397184E-02  0.1286857E-02  0.1170077E-02  0.1051345E-02  0.9310945E-03  0.8066872E-03  0.6753265E-03  0.5393324E-03  0.4172392E-03  0.3649429E-03  0.4452108E-03  0.6277916E-03  0.8566440E-03  0.1101832E-02  0.1347045E-02  0.1581522E-02  0.1797610E-02  0.1990040E-02  0.2155619E-02  0.2292980E-02  0.2402299E-02  0.2484950E-02  0.2543157E-02  0.2579645E-02  0.2597335E-02  0.2599095E-02  0.2587561E-02  0.2565028E-02  0.2533396E-02  0.2494179E-02  0.2448538E-02  0.2397352E-02  0.2341294E-02  0.2280913E-02  0.2216708E-02  0.2149199E-02  0.2078974E-02  0.2006729E-02  0.1933294E-02  0.1859634E-02  0.1786854E-02  0.1716183E-02  0.1648958E-02  0.1586587E-02  0.1530519E-02  0.1482183E-02  0.1442927E-02  0.1413935E-02  0.1396139E-02  0.1390138E-02  0.1396139E-02  0.1413935E-02  0.1442927E-02  0.1482183E-02  0.1530519E-02  0.1586587E-02  0.1648958E-02  0.1716183E-02  0.1786854E-02  0.1859634E-02  0.1933294E-02  0.2006729E-02  0.2078974E-02  0.2149199E-02  0.2216708E-02  0.2280913E-02  0.2341294E-02  0.2397352E-02  0.2448538E-02  0.2494179E-02  0.2533396E-02  0.2565028E-02  0.2587561E-02  0.2599095E-02  0.2597335E-02  0.2579645E-02  0.2543157E-02  0.2484950E-02  0.2402299E-02  0.2292980E-02  0.2155619E-02  0.1990040E-02  0.1797610E-02  0.1581522E-02  0.1347045E-02  0.1101832E-02  0.8566440E-03  0.6277916E-03  0.4452108E-03  0.3649429E-03  0.4172392E-03  0.5393324E-03  0.6753265E-03  0.8066872E-03  0.9310945E-03  0.1051345E-02  0.1170077E-02  0.1286857E-02  0.1397184E-02  0.1493191E-02
  0.1516711E-02  0.1447087E-02  0.1356650E-02  0.1253981E-02  0.1145847E-02  0.1035716E-02  0.9233063E-03  0.8056565E-03  0.6797490E-03  0.5469350E-03  0.4219524E-03  0.3527763E-03  0.4083835E-03  0.5740384E-03  0.7919076E-03  0.1029537E-02  0.1270164E-02  0.1503149E-02  0.1720961E-02  0.1918281E-02  0.2091662E-02  0.2239300E-02  0.2360797E-02  0.2456886E-02  0.2529143E-02  0.2579701E-02  0.2610991E-02  0.2625520E-02  0.2625711E-02  0.2613786E-02  0.2591707E-02  0.2561153E-02  0.2523541E-02  0.2480057E-02  0.2431709E-02  0.2379382E-02  0.2323893E-02  0.2266036E-02  0.2206622E-02  0.2146502E-02  0.2086584E-02  0.2027834E-02  0.1971273E-02  0.1917955E-02  0.1868949E-02  0.1825304E-02  0.1788012E-02  0.1757967E-02  0.1735925E-02  0.1722460E-02  0.1717931E-02  0.1722460E-02  0.1735925E-02  0.1757967E-02  0.1788012E-02  0.1825304E-02  0.1868949E-02  0.1917955E-02  0.1971273E-02  0.2027834E-02  0.2086584E-02  0.2146502E-02  0.2206622E-02  0.2266036E-02  0.2323893E-02  0.2379382E-02  0.2431709E-02  0.2480057E-02  0.2523541E-02  0.2561153E-02  0.2591707E-02  0.2613786E-02  0.2625711E-02  0.2625520E-02  0.2610991E-02  0.2579701E-02  0.2529143E-02  0.2456886E-02  0.2360797E-02  0.2239300E-02  0.2091662E-02  0.1918281E-02  0.1720961E-02  0.1503149E-02  0.1270164E-02  0.1029537E-02  0.7919076E-03  0.5740384E-03  0.4083835E-03  0.3527763E-03  0.4219524E-03  0.5469350E-03  0.6797490E-03  0.8056565E-03  0.9233063E-03  0.1035716E-02  0.1145847E-02  0.1253981E-02  0.1356650E-02  0.1447087E-02  0.1516711E-02
  0.1509056E-02  0.1469564E-02  0.1403832E-02  0.1319799E-02  0.1225177E-02  0.1125781E-02  0.1024273E-02  0.9198861E-03  0.8094765E-03  0.6898195E-03  0.5611870E-03  0.4342083E-03  0.3466360E-03  0.3692578E-03  0.5109309E-03  0.7142270E-03  0.9421119E-03  0.1176521E-02  0.1406657E-02  0.1625028E-02  0.1826264E-02  0.2006698E-02  0.2164146E-02  0.2297704E-02  0.2407527E-02  0.2494593E-02  0.2560473E-02  0.2607109E-02  0.2636626E-02  0.2651179E-02  0.2652850E-02  0.2643566E-02  0.2625075E-02  0.2598930E-02  0.2566510E-02  0.2529040E-02  0.2487626E-02  0.2443292E-02  0.2397005E-02  0.2349704E-02  0.2302311E-02  0.2255746E-02  0.2210920E-02  0.2168733E-02  0.2130056E-02  0.2095715E-02  0.2066465E-02  0.2042971E-02  0.2025777E-02  0.2015292E-02  0.2011769E-02  0.2015292E-02  0.2025777E-02  0.2042971E-02  0.2066465E-02  0.2095715E-02  0.2130056E-02  0.2168733E-02  0.2210920E-02  0.2255746E-02  0.2302311E-02  0.2349704E-02  0.2397005E-02  0.2443292E-02  0.2487626E-02  0.2529040E-02  0.2566510E-02  0.2598930E-02  0.2625075E-02  0.2643566E-02  0.2652850E-02  0.2651179E-02  0.2636626E-02  0.2607109E-02  0.2560473E-02  0.2494593E-02  0.2407527E-02  0.2297704E-02  0.2164146E-02  0.2006698E-02  0.1826264E-02  0.1625028E-02  0.1406657E-02  0.1176521E-02  0.9421119E-03  0.7142270E-03  0.5109309E-03  0.3692578E-03  0.3466360E-03  0.4342083E-03  0.5611870E-03  0.6898195E-03  0.8094765E-03  0.9198861E-03  0.1024273E-02  0.1125781E-02  0.1225177E-02  0.1319799E-02  0.1403832E-02  0.1469564E-02  0.1509056E-02
  0.1468698E-02  0.1461143E-02  0.1423836E-02  0.1363011E-02  0.1285978E-02  0.1199647E-02  0.1109037E-02  0.1016209E-02  0.9201030E-03  0.8175146E-03  0.7050529E-03  0.5819605E-03  0.4550165E-03  0.3509352E-03  0.3338416E-03  0.4415962E-03  0.6251512E-03  0.8403547E-03  0.1066369E-02  0.1291780E-02  0.1508998E-02  0.1712581E-02  0.1898683E-02  0.2064798E-02  0.2209586E-02  0.2332691E-02  0.2434549E-02  0.2516201E-02  0.2579112E-02  0.2625004E-02  0.2655725E-02  0.2673143E-02  0.2679071E-02  0.2675221E-02  0.2663180E-02  0.2644404E-02  0.2620227E-02  0.2591873E-02  0.2560475E-02  0.2527090E-02  0.2492713E-02  0.2458286E-02  0.2424701E-02  0.2392800E-02  0.2363369E-02  0.2337127E-02  0.2314715E-02  0.2296682E-02  0.2283472E-02  0.2275413E-02  0.2272704E-02  0.2275413E-02  0.2283472E-02  0.2296682E-02  0.2314715E-02  0.2337127E-02  0.2363369E-02  0.2392800E-02  0.2424701E-02  0.2458286E-02  0.2492713E-02  0.2527090E-02  0.2560475E-02  0.2591873E-02  0.2620227E-02  0.2644404E-02  0.2663180E-02  0.2675221E-02  0.2679071E-02  0.2673143E-02  0.2655725E-02  0.2625004E-02  0.2579112E-02  0.2516201E-02  0.2434549E-02  0.2332691E-02  0.2209586E-02  0.2064798E-02  0.1898683E-02  0.1712581E-02  0.1508998E-02  0.1291780E-02  0.1066369E-02  0.8403547E-03  0.6251512E-03  0.4415962E-03  0.3338416E-03  0.3509352E-03  0.4550165E-03  0.5819605E-03  0.7050529E-03  0.8175146E-03  0.9201030E-03  0.1016209E-02  0.1109037E-02  0.1199647E-02  0.1285978E-02  0.1363011E-02  0.1423836E-02  0.1461143E-02  0.1468698E-02
